R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,I_0,R_0
197.55859375,0.70654296875,73.05,0.09423828125,45.66,0.79833984375,0.09814453125,0.072216796875,8.6865234375E-05,1.708984375E-06,0.876708984375
147.55859375,0.45654296875,73.05,0.84423828125,45.66,0.04833984375,0.34814453125,0.047216796875,1.1865234375E-05,2.6708984375E-05,0.201708984375
47.55859375,0.95654296875,73.05,0.34423828125,45.66,0.54833984375,0.84814453125,0.097216796875,6.1865234375E-05,7.6708984375E-05,0.651708984375
35.05859375,0.01904296875,73.05,0.03173828125,45.66,0.61083984375,0.66064453125,0.040966796875,3.0615234375E-05,4.5458984375E-05,0.595458984375
135.05859375,0.51904296875,73.05,0.53173828125,45.66,0.11083984375,0.16064453125,0.090966796875,8.0615234375E-05,9.5458984375E-05,0.145458984375
185.05859375,0.26904296875,73.05,0.28173828125,45.66,0.86083984375,0.41064453125,0.015966796875,5.615234375E-06,7.0458984375E-05,0.820458984375
85.05859375,0.76904296875,73.05,0.78173828125,45.66,0.36083984375,0.91064453125,0.065966796875,5.5615234375E-05,2.0458984375E-05,0.370458984375
60.05859375,0.39404296875,73.05,0.15673828125,45.66,0.48583984375,0.53564453125,0.078466796875,4.3115234375E-05,5.7958984375E-05,0.707958984375
160.05859375,0.89404296875,73.05,0.65673828125,45.66,0.98583984375,0.03564453125,0.028466796875,9.3115234375E-05,7.958984375E-06,0.257958984375
110.05859375,0.14404296875,73.05,0.40673828125,45.66,0.23583984375,0.28564453125,0.053466796875,1.8115234375E-05,3.2958984375E-05,0.482958984375
10.05859375,0.64404296875,73.05,0.90673828125,45.66,0.73583984375,0.78564453125,0.003466796875,6.8115234375E-05,8.2958984375E-05,0.032958984375
6.93359375,0.40966796875,73.05,0.26611328125,45.66,0.31396484375,0.45751953125,0.092529296875,1.3427734375E-05,1.46E-07,0.243896484375
106.93359375,0.90966796875,73.05,0.76611328125,45.66,0.81396484375,0.95751953125,0.042529296875,6.3427734375E-05,5.0146484375E-05,0.693896484375
156.93359375,0.15966796875,73.05,0.01611328125,45.66,0.06396484375,0.70751953125,0.067529296875,3.8427734375E-05,7.5146484375E-05,0.018896484375
56.93359375,0.65966796875,73.05,0.51611328125,45.66,0.56396484375,0.20751953125,0.017529296875,8.8427734375E-05,2.5146484375E-05,0.468896484375
81.93359375,0.03466796875,73.05,0.39111328125,45.66,0.68896484375,0.33251953125,0.030029296875,9.28E-07,8.7646484375E-05,0.131396484375
181.93359375,0.53466796875,73.05,0.89111328125,45.66,0.18896484375,0.83251953125,0.080029296875,5.0927734375E-05,3.7646484375E-05,0.581396484375
131.93359375,0.28466796875,73.05,0.14111328125,45.66,0.93896484375,0.58251953125,0.005029296875,2.5927734375E-05,1.2646484375E-05,0.356396484375
31.93359375,0.78466796875,73.05,0.64111328125,45.66,0.43896484375,0.08251953125,0.055029296875,7.5927734375E-05,6.2646484375E-05,0.806396484375
44.43359375,0.22216796875,73.05,0.95361328125,45.66,0.37646484375,0.39501953125,0.011279296875,7.177734375E-06,6.396484375E-06,0.862646484375
144.43359375,0.72216796875,73.05,0.45361328125,45.66,0.87646484375,0.89501953125,0.061279296875,5.7177734375E-05,5.6396484375E-05,0.412646484375
194.43359375,0.47216796875,73.05,0.70361328125,45.66,0.12646484375,0.64501953125,0.036279296875,3.2177734375E-05,8.1396484375E-05,0.637646484375
94.43359375,0.97216796875,73.05,0.20361328125,45.66,0.62646484375,0.14501953125,0.086279296875,8.2177734375E-05,3.1396484375E-05,0.187646484375
69.43359375,0.34716796875,73.05,0.82861328125,45.66,0.50146484375,0.27001953125,0.073779296875,1.9677734375E-05,9.3896484375E-05,0.525146484375
169.43359375,0.84716796875,73.05,0.32861328125,45.66,0.00146484375,0.77001953125,0.023779296875,6.9677734375E-05,4.3896484375E-05,0.075146484375
119.43359375,0.09716796875,73.05,0.57861328125,45.66,0.75146484375,0.52001953125,0.098779296875,4.4677734375E-05,1.8896484375E-05,0.750146484375
19.43359375,0.59716796875,73.05,0.07861328125,45.66,0.25146484375,0.02001953125,0.048779296875,9.4677734375E-05,6.8896484375E-05,0.300146484375
13.18359375,0.06591796875,73.05,0.17236328125,45.66,0.03271484375,0.98876953125,0.020654296875,9.1552734375E-05,4.0771484375E-05,0.159521484375
113.18359375,0.56591796875,73.05,0.67236328125,45.66,0.53271484375,0.48876953125,0.070654296875,4.1552734375E-05,9.0771484375E-05,0.609521484375
163.18359375,0.31591796875,73.05,0.42236328125,45.66,0.28271484375,0.23876953125,0.045654296875,6.6552734375E-05,6.5771484375E-05,0.384521484375
63.18359375,0.81591796875,73.05,0.92236328125,45.66,0.78271484375,0.73876953125,0.095654296875,1.6552734375E-05,1.5771484375E-05,0.834521484375
88.18359375,0.44091796875,73.05,0.04736328125,45.66,0.90771484375,0.86376953125,0.058154296875,7.9052734375E-05,5.3271484375E-05,0.272021484375
188.18359375,0.94091796875,73.05,0.54736328125,45.66,0.40771484375,0.36376953125,0.008154296875,2.9052734375E-05,3.271484375E-06,0.722021484375
138.18359375,0.19091796875,73.05,0.29736328125,45.66,0.65771484375,0.11376953125,0.083154296875,5.4052734375E-05,2.8271484375E-05,0.047021484375
38.18359375,0.69091796875,73.05,0.79736328125,45.66,0.15771484375,0.61376953125,0.033154296875,4.052734375E-06,7.8271484375E-05,0.497021484375
25.68359375,0.25341796875,73.05,0.60986328125,45.66,0.22021484375,0.92626953125,0.076904296875,8.5302734375E-05,4.7021484375E-05,0.553271484375
125.68359375,0.75341796875,73.05,0.10986328125,45.66,0.72021484375,0.42626953125,0.026904296875,3.5302734375E-05,9.7021484375E-05,0.103271484375
175.68359375,0.00341796875,73.05,0.85986328125,45.66,0.47021484375,0.17626953125,0.051904296875,6.0302734375E-05,7.2021484375E-05,0.778271484375
75.68359375,0.50341796875,73.05,0.35986328125,45.66,0.97021484375,0.67626953125,0.001904296875,1.0302734375E-05,2.2021484375E-05,0.328271484375
50.68359375,0.12841796875,73.05,0.73486328125,45.66,0.84521484375,0.80126953125,0.039404296875,9.7802734375E-05,5.9521484375E-05,0.890771484375
150.68359375,0.62841796875,73.05,0.23486328125,45.66,0.34521484375,0.30126953125,0.089404296875,4.7802734375E-05,9.521484375E-06,0.440771484375
100.68359375,0.37841796875,73.05,0.98486328125,45.66,0.59521484375,0.05126953125,0.014404296875,7.2802734375E-05,3.4521484375E-05,0.665771484375
0.68359375,0.87841796875,73.05,0.48486328125,45.66,0.09521484375,0.55126953125,0.064404296875,2.2802734375E-05,8.4521484375E-05,0.215771484375
0.48828125,0.12548828125,73.05,0.50537109375,45.66,0.78369140625,0.37646484375,0.072119140625,8.2080078125E-05,2.5634765625E-05,0.091845703125
100.48828125,0.62548828125,73.05,0.00537109375,45.66,0.28369140625,0.87646484375,0.022119140625,3.2080078125E-05,7.5634765625E-05,0.541845703125
150.48828125,0.37548828125,73.05,0.75537109375,45.66,0.53369140625,0.62646484375,0.097119140625,5.7080078125E-05,5.0634765625E-05,0.316845703125
50.48828125,0.87548828125,73.05,0.25537109375,45.66,0.03369140625,0.12646484375,0.047119140625,7.080078125E-06,6.35E-07,0.766845703125
75.48828125,0.25048828125,73.05,0.63037109375,45.66,0.15869140625,0.25146484375,0.009619140625,9.4580078125E-05,6.3134765625E-05,0.429345703125
175.48828125,0.75048828125,73.05,0.13037109375,45.66,0.65869140625,0.75146484375,0.059619140625,4.4580078125E-05,1.3134765625E-05,0.879345703125
125.48828125,0.00048828125,73.05,0.88037109375,45.66,0.40869140625,0.50146484375,0.034619140625,6.9580078125E-05,3.8134765625E-05,0.204345703125
25.48828125,0.50048828125,73.05,0.38037109375,45.66,0.90869140625,0.00146484375,0.084619140625,1.9580078125E-05,8.8134765625E-05,0.654345703125
37.98828125,0.43798828125,73.05,0.19287109375,45.66,0.97119140625,0.43896484375,0.028369140625,8.8330078125E-05,3.1884765625E-05,0.598095703125
137.98828125,0.93798828125,73.05,0.69287109375,45.66,0.47119140625,0.93896484375,0.078369140625,3.8330078125E-05,8.1884765625E-05,0.148095703125
187.98828125,0.18798828125,73.05,0.44287109375,45.66,0.72119140625,0.68896484375,0.003369140625,6.3330078125E-05,5.6884765625E-05,0.823095703125
87.98828125,0.68798828125,73.05,0.94287109375,45.66,0.22119140625,0.18896484375,0.053369140625,1.3330078125E-05,6.884765625E-06,0.373095703125
62.98828125,0.06298828125,73.05,0.06787109375,45.66,0.09619140625,0.31396484375,0.090869140625,7.5830078125E-05,6.9384765625E-05,0.710595703125
162.98828125,0.56298828125,73.05,0.56787109375,45.66,0.59619140625,0.81396484375,0.040869140625,2.5830078125E-05,1.9384765625E-05,0.260595703125
112.98828125,0.31298828125,73.05,0.31787109375,45.66,0.34619140625,0.56396484375,0.065869140625,5.0830078125E-05,4.4384765625E-05,0.485595703125
12.98828125,0.81298828125,73.05,0.81787109375,45.66,0.84619140625,0.06396484375,0.015869140625,8.30E-07,9.4384765625E-05,0.035595703125
19.23828125,0.34423828125,73.05,0.91162109375,45.66,0.56494140625,0.90771484375,0.037744140625,1.0205078125E-05,1.6259765625E-05,0.401220703125
119.23828125,0.84423828125,73.05,0.41162109375,45.66,0.06494140625,0.40771484375,0.087744140625,6.0205078125E-05,6.6259765625E-05,0.851220703125
169.23828125,0.09423828125,73.05,0.66162109375,45.66,0.81494140625,0.15771484375,0.012744140625,3.5205078125E-05,9.1259765625E-05,0.176220703125
69.23828125,0.59423828125,73.05,0.16162109375,45.66,0.31494140625,0.65771484375,0.062744140625,8.5205078125E-05,4.1259765625E-05,0.626220703125
94.23828125,0.21923828125,73.05,0.78662109375,45.66,0.43994140625,0.78271484375,0.075244140625,2.2705078125E-05,7.8759765625E-05,0.063720703125
194.23828125,0.71923828125,73.05,0.28662109375,45.66,0.93994140625,0.28271484375,0.025244140625,7.2705078125E-05,2.8759765625E-05,0.513720703125
144.23828125,0.46923828125,73.05,0.53662109375,45.66,0.18994140625,0.03271484375,0.050244140625,4.7705078125E-05,3.759765625E-06,0.288720703125
44.23828125,0.96923828125,73.05,0.03662109375,45.66,0.68994140625,0.53271484375,0.000244140625,9.7705078125E-05,5.3759765625E-05,0.738720703125
31.73828125,0.03173828125,73.05,0.34912109375,45.66,0.62744140625,0.97021484375,0.056494140625,1.6455078125E-05,2.2509765625E-05,0.682470703125
131.73828125,0.53173828125,73.05,0.84912109375,45.66,0.12744140625,0.47021484375,0.006494140625,6.6455078125E-05,7.2509765625E-05,0.232470703125
181.73828125,0.28173828125,73.05,0.09912109375,45.66,0.87744140625,0.22021484375,0.081494140625,4.1455078125E-05,9.7509765625E-05,0.457470703125
81.73828125,0.78173828125,73.05,0.59912109375,45.66,0.37744140625,0.72021484375,0.031494140625,9.1455078125E-05,4.7509765625E-05,0.007470703125
56.73828125,0.40673828125,73.05,0.47412109375,45.66,0.25244140625,0.84521484375,0.018994140625,3.955078125E-06,8.5009765625E-05,0.569970703125
156.73828125,0.90673828125,73.05,0.97412109375,45.66,0.75244140625,0.34521484375,0.068994140625,5.3955078125E-05,3.5009765625E-05,0.119970703125
106.73828125,0.15673828125,73.05,0.22412109375,45.66,0.00244140625,0.09521484375,0.043994140625,2.8955078125E-05,1.0009765625E-05,0.794970703125
6.73828125,0.65673828125,73.05,0.72412109375,45.66,0.50244140625,0.59521484375,0.093994140625,7.8955078125E-05,6.0009765625E-05,0.344970703125
9.86328125,0.39111328125,73.05,0.08349609375,45.66,0.42431640625,0.14208984375,0.008056640625,2.7392578125E-05,3.0322265625E-05,0.162158203125
109.86328125,0.89111328125,73.05,0.58349609375,45.66,0.92431640625,0.64208984375,0.058056640625,7.7392578125E-05,8.0322265625E-05,0.612158203125
159.86328125,0.14111328125,73.05,0.33349609375,45.66,0.17431640625,0.89208984375,0.033056640625,2.392578125E-06,5.5322265625E-05,0.387158203125
59.86328125,0.64111328125,73.05,0.83349609375,45.66,0.67431640625,0.39208984375,0.083056640625,5.2392578125E-05,5.322265625E-06,0.837158203125
84.86328125,0.01611328125,73.05,0.20849609375,45.66,0.54931640625,0.01708984375,0.070556640625,3.9892578125E-05,6.7822265625E-05,0.274658203125
184.86328125,0.51611328125,73.05,0.70849609375,45.66,0.04931640625,0.51708984375,0.020556640625,8.9892578125E-05,1.7822265625E-05,0.724658203125
134.86328125,0.26611328125,73.05,0.45849609375,45.66,0.79931640625,0.76708984375,0.095556640625,1.4892578125E-05,4.2822265625E-05,0.049658203125
34.86328125,0.76611328125,73.05,0.95849609375,45.66,0.29931640625,0.26708984375,0.045556640625,6.4892578125E-05,9.2822265625E-05,0.499658203125
47.36328125,0.20361328125,73.05,0.64599609375,45.66,0.36181640625,0.20458984375,0.089306640625,4.6142578125E-05,3.6572265625E-05,0.555908203125
147.36328125,0.70361328125,73.05,0.14599609375,45.66,0.86181640625,0.70458984375,0.039306640625,9.6142578125E-05,8.6572265625E-05,0.105908203125
197.36328125,0.45361328125,73.05,0.89599609375,45.66,0.11181640625,0.95458984375,0.064306640625,2.1142578125E-05,6.1572265625E-05,0.780908203125
97.36328125,0.95361328125,73.05,0.39599609375,45.66,0.61181640625,0.45458984375,0.014306640625,7.1142578125E-05,1.1572265625E-05,0.330908203125
72.36328125,0.32861328125,73.05,0.52099609375,45.66,0.73681640625,0.07958984375,0.026806640625,3.3642578125E-05,7.4072265625E-05,0.893408203125
172.36328125,0.82861328125,73.05,0.02099609375,45.66,0.23681640625,0.57958984375,0.076806640625,8.3642578125E-05,2.4072265625E-05,0.443408203125
122.36328125,0.07861328125,73.05,0.77099609375,45.66,0.98681640625,0.82958984375,0.001806640625,8.642578125E-06,4.9072265625E-05,0.668408203125
22.36328125,0.57861328125,73.05,0.27099609375,45.66,0.48681640625,0.32958984375,0.051806640625,5.8642578125E-05,9.9072265625E-05,0.218408203125
16.11328125,0.10986328125,73.05,0.48974609375,45.66,0.20556640625,0.67333984375,0.079931640625,5.5517578125E-05,1.4697265625E-05,0.246533203125
116.11328125,0.60986328125,73.05,0.98974609375,45.66,0.70556640625,0.17333984375,0.029931640625,5.517578125E-06,6.4697265625E-05,0.696533203125
166.11328125,0.35986328125,73.05,0.23974609375,45.66,0.45556640625,0.42333984375,0.054931640625,8.0517578125E-05,8.9697265625E-05,0.021533203125
66.11328125,0.85986328125,73.05,0.73974609375,45.66,0.95556640625,0.92333984375,0.004931640625,3.0517578125E-05,3.9697265625E-05,0.471533203125
91.11328125,0.48486328125,73.05,0.36474609375,45.66,0.83056640625,0.54833984375,0.042431640625,6.8017578125E-05,7.7197265625E-05,0.134033203125
191.11328125,0.98486328125,73.05,0.86474609375,45.66,0.33056640625,0.04833984375,0.092431640625,1.8017578125E-05,2.7197265625E-05,0.584033203125
141.11328125,0.23486328125,73.05,0.11474609375,45.66,0.58056640625,0.29833984375,0.017431640625,9.3017578125E-05,2.197265625E-06,0.359033203125
41.11328125,0.73486328125,73.05,0.61474609375,45.66,0.08056640625,0.79833984375,0.067431640625,4.3017578125E-05,5.2197265625E-05,0.809033203125
28.61328125,0.29736328125,73.05,0.80224609375,45.66,0.01806640625,0.73583984375,0.023681640625,7.4267578125E-05,2.0947265625E-05,0.865283203125
128.61328125,0.79736328125,73.05,0.30224609375,45.66,0.51806640625,0.23583984375,0.073681640625,2.4267578125E-05,7.0947265625E-05,0.415283203125
178.61328125,0.04736328125,73.05,0.55224609375,45.66,0.26806640625,0.48583984375,0.048681640625,9.9267578125E-05,9.5947265625E-05,0.640283203125
78.61328125,0.54736328125,73.05,0.05224609375,45.66,0.76806640625,0.98583984375,0.098681640625,4.9267578125E-05,4.5947265625E-05,0.190283203125
53.61328125,0.17236328125,73.05,0.92724609375,45.66,0.89306640625,0.61083984375,0.061181640625,6.1767578125E-05,8.3447265625E-05,0.527783203125
153.61328125,0.67236328125,73.05,0.42724609375,45.66,0.39306640625,0.11083984375,0.011181640625,1.1767578125E-05,3.3447265625E-05,0.077783203125
103.61328125,0.42236328125,73.05,0.67724609375,45.66,0.64306640625,0.36083984375,0.086181640625,8.6767578125E-05,8.447265625E-06,0.752783203125
3.61328125,0.92236328125,73.05,0.17724609375,45.66,0.14306640625,0.86083984375,0.036181640625,3.6767578125E-05,5.8447265625E-05,0.302783203125
5.17578125,0.27392578125,73.05,0.31005859375,45.66,0.08837890625,0.02490234375,0.004150390625,9.2236328125E-05,1.2353515625E-05,0.633251953125
105.17578125,0.77392578125,73.05,0.81005859375,45.66,0.58837890625,0.52490234375,0.054150390625,4.2236328125E-05,6.2353515625E-05,0.183251953125
155.17578125,0.02392578125,73.05,0.06005859375,45.66,0.33837890625,0.77490234375,0.029150390625,6.7236328125E-05,8.7353515625E-05,0.858251953125
55.17578125,0.52392578125,73.05,0.56005859375,45.66,0.83837890625,0.27490234375,0.079150390625,1.7236328125E-05,3.7353515625E-05,0.408251953125
80.17578125,0.14892578125,73.05,0.43505859375,45.66,0.96337890625,0.14990234375,0.066650390625,7.9736328125E-05,9.9853515625E-05,0.745751953125
180.17578125,0.64892578125,73.05,0.93505859375,45.66,0.46337890625,0.64990234375,0.016650390625,2.9736328125E-05,4.9853515625E-05,0.295751953125
130.17578125,0.39892578125,73.05,0.18505859375,45.66,0.71337890625,0.89990234375,0.091650390625,5.4736328125E-05,2.4853515625E-05,0.520751953125
