R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,I_0,R_0
32.177734375,0.528564453125,73.05,0.173095703125,45.66,0.645263671875,0.573486328125,0.0933837890625,6.55517578125E-05,1.80419921875E-05,0.5794189453125
44.677734375,0.466064453125,73.05,0.485595703125,45.66,0.707763671875,0.885986328125,0.0496337890625,4.68017578125E-05,6.17919921875E-05,0.6356689453125
144.677734375,0.966064453125,73.05,0.985595703125,45.66,0.207763671875,0.385986328125,0.0996337890625,9.68017578125E-05,1.17919921875E-05,0.1856689453125
194.677734375,0.216064453125,73.05,0.235595703125,45.66,0.957763671875,0.135986328125,0.0246337890625,2.18017578125E-05,3.67919921875E-05,0.8606689453125
94.677734375,0.716064453125,73.05,0.735595703125,45.66,0.457763671875,0.635986328125,0.0746337890625,7.18017578125E-05,8.67919921875E-05,0.4106689453125
69.677734375,0.091064453125,73.05,0.360595703125,45.66,0.332763671875,0.760986328125,0.0871337890625,3.43017578125E-05,4.92919921875E-05,0.7481689453125
169.677734375,0.591064453125,73.05,0.860595703125,45.66,0.832763671875,0.260986328125,0.0371337890625,8.43017578125E-05,9.92919921875E-05,0.2981689453125
119.677734375,0.341064453125,73.05,0.110595703125,45.66,0.082763671875,0.010986328125,0.0621337890625,9.3017578125E-06,7.42919921875E-05,0.5231689453125
19.677734375,0.841064453125,73.05,0.610595703125,45.66,0.582763671875,0.510986328125,0.0121337890625,5.93017578125E-05,2.42919921875E-05,0.0731689453125
13.427734375,0.372314453125,73.05,0.641845703125,45.66,0.864013671875,0.479736328125,0.0340087890625,5.61767578125E-05,8.99169921875E-05,0.3825439453125
113.427734375,0.872314453125,73.05,0.141845703125,45.66,0.364013671875,0.979736328125,0.0840087890625,6.1767578125E-06,3.99169921875E-05,0.8325439453125
163.427734375,0.122314453125,73.05,0.891845703125,45.66,0.614013671875,0.729736328125,0.0090087890625,8.11767578125E-05,1.49169921875E-05,0.1575439453125
63.427734375,0.622314453125,73.05,0.391845703125,45.66,0.114013671875,0.229736328125,0.0590087890625,3.11767578125E-05,6.49169921875E-05,0.6075439453125
88.427734375,0.247314453125,73.05,0.516845703125,45.66,0.239013671875,0.354736328125,0.0965087890625,6.86767578125E-05,2.4169921875E-06,0.0450439453125
188.427734375,0.747314453125,73.05,0.016845703125,45.66,0.739013671875,0.854736328125,0.0465087890625,1.86767578125E-05,5.24169921875E-05,0.4950439453125
138.427734375,0.497314453125,73.05,0.766845703125,45.66,0.489013671875,0.604736328125,0.0715087890625,9.36767578125E-05,7.74169921875E-05,0.2700439453125
38.427734375,0.997314453125,73.05,0.266845703125,45.66,0.989013671875,0.104736328125,0.0215087890625,4.36767578125E-05,2.74169921875E-05,0.7200439453125
25.927734375,0.059814453125,73.05,0.079345703125,45.66,0.926513671875,0.417236328125,0.0652587890625,7.49267578125E-05,9.61669921875E-05,0.7762939453125
125.927734375,0.559814453125,73.05,0.579345703125,45.66,0.426513671875,0.917236328125,0.0152587890625,2.49267578125E-05,4.61669921875E-05,0.3262939453125
175.927734375,0.309814453125,73.05,0.329345703125,45.66,0.676513671875,0.667236328125,0.0902587890625,9.99267578125E-05,2.11669921875E-05,0.5512939453125
75.927734375,0.809814453125,73.05,0.829345703125,45.66,0.176513671875,0.167236328125,0.0402587890625,4.99267578125E-05,7.11669921875E-05,0.1012939453125
50.927734375,0.434814453125,73.05,0.204345703125,45.66,0.051513671875,0.292236328125,0.0027587890625,6.24267578125E-05,8.6669921875E-06,0.6637939453125
150.927734375,0.934814453125,73.05,0.704345703125,45.66,0.551513671875,0.792236328125,0.0527587890625,1.24267578125E-05,5.86669921875E-05,0.2137939453125
100.927734375,0.184814453125,73.05,0.454345703125,45.66,0.301513671875,0.542236328125,0.0277587890625,8.74267578125E-05,8.36669921875E-05,0.8887939453125
0.927734375,0.684814453125,73.05,0.954345703125,45.66,0.801513671875,0.042236328125,0.0777587890625,3.74267578125E-05,3.36669921875E-05,0.4387939453125
1.318359375,0.186767578125,73.05,0.186767578125,45.66,0.428466796875,0.313720703125,0.0717041015625,1.65283203125E-05,3.97216796875E-05,0.6233642578125
101.318359375,0.686767578125,73.05,0.686767578125,45.66,0.928466796875,0.813720703125,0.0217041015625,6.65283203125E-05,8.97216796875E-05,0.1733642578125
151.318359375,0.436767578125,73.05,0.436767578125,45.66,0.178466796875,0.563720703125,0.0967041015625,4.15283203125E-05,6.47216796875E-05,0.8483642578125
51.318359375,0.936767578125,73.05,0.936767578125,45.66,0.678466796875,0.063720703125,0.0467041015625,9.15283203125E-05,1.47216796875E-05,0.3983642578125
76.318359375,0.311767578125,73.05,0.061767578125,45.66,0.553466796875,0.438720703125,0.0092041015625,4.0283203125E-06,5.22216796875E-05,0.7358642578125
176.318359375,0.811767578125,73.05,0.561767578125,45.66,0.053466796875,0.938720703125,0.0592041015625,5.40283203125E-05,2.2216796875E-06,0.2858642578125
126.318359375,0.061767578125,73.05,0.311767578125,45.66,0.803466796875,0.688720703125,0.0342041015625,2.90283203125E-05,2.72216796875E-05,0.5108642578125
26.318359375,0.561767578125,73.05,0.811767578125,45.66,0.303466796875,0.188720703125,0.0842041015625,7.90283203125E-05,7.72216796875E-05,0.0608642578125
38.818359375,0.499267578125,73.05,0.624267578125,45.66,0.365966796875,0.251220703125,0.0279541015625,1.02783203125E-05,4.59716796875E-05,0.0046142578125
138.818359375,0.999267578125,73.05,0.124267578125,45.66,0.865966796875,0.751220703125,0.0779541015625,6.02783203125E-05,9.59716796875E-05,0.4546142578125
188.818359375,0.249267578125,73.05,0.874267578125,45.66,0.115966796875,0.501220703125,0.0029541015625,3.52783203125E-05,7.09716796875E-05,0.2296142578125
88.818359375,0.749267578125,73.05,0.374267578125,45.66,0.615966796875,0.001220703125,0.0529541015625,8.52783203125E-05,2.09716796875E-05,0.6796142578125
63.818359375,0.124267578125,73.05,0.749267578125,45.66,0.740966796875,0.376220703125,0.0904541015625,2.27783203125E-05,5.84716796875E-05,0.3421142578125
163.818359375,0.624267578125,73.05,0.249267578125,45.66,0.240966796875,0.876220703125,0.0404541015625,7.27783203125E-05,8.4716796875E-06,0.7921142578125
113.818359375,0.374267578125,73.05,0.999267578125,45.66,0.990966796875,0.626220703125,0.0654541015625,4.77783203125E-05,3.34716796875E-05,0.1171142578125
13.818359375,0.874267578125,73.05,0.499267578125,45.66,0.490966796875,0.126220703125,0.0154541015625,9.77783203125E-05,8.34716796875E-05,0.5671142578125
20.068359375,0.343017578125,73.05,0.280517578125,45.66,0.209716796875,0.844970703125,0.0435791015625,8.84033203125E-05,5.3466796875E-06,0.7639892578125
120.068359375,0.843017578125,73.05,0.780517578125,45.66,0.709716796875,0.344970703125,0.0935791015625,3.84033203125E-05,5.53466796875E-05,0.3139892578125
170.068359375,0.093017578125,73.05,0.030517578125,45.66,0.459716796875,0.094970703125,0.0185791015625,6.34033203125E-05,8.03466796875E-05,0.5389892578125
70.068359375,0.593017578125,73.05,0.530517578125,45.66,0.959716796875,0.594970703125,0.0685791015625,1.34033203125E-05,3.03466796875E-05,0.0889892578125
95.068359375,0.218017578125,73.05,0.405517578125,45.66,0.834716796875,0.969970703125,0.0810791015625,7.59033203125E-05,9.28466796875E-05,0.6514892578125
195.068359375,0.718017578125,73.05,0.905517578125,45.66,0.334716796875,0.469970703125,0.0310791015625,2.59033203125E-05,4.28466796875E-05,0.2014892578125
145.068359375,0.468017578125,73.05,0.155517578125,45.66,0.584716796875,0.219970703125,0.0560791015625,5.09033203125E-05,1.78466796875E-05,0.8764892578125
45.068359375,0.968017578125,73.05,0.655517578125,45.66,0.084716796875,0.719970703125,0.0060791015625,9.03E-07,6.78466796875E-05,0.4264892578125
32.568359375,0.030517578125,73.05,0.968017578125,45.66,0.022216796875,0.782470703125,0.0623291015625,8.21533203125E-05,1.15966796875E-05,0.3702392578125
132.568359375,0.530517578125,73.05,0.468017578125,45.66,0.522216796875,0.282470703125,0.0123291015625,3.21533203125E-05,6.15966796875E-05,0.8202392578125
182.568359375,0.280517578125,73.05,0.718017578125,45.66,0.272216796875,0.032470703125,0.0873291015625,5.71533203125E-05,8.65966796875E-05,0.1452392578125
82.568359375,0.780517578125,73.05,0.218017578125,45.66,0.772216796875,0.532470703125,0.0373291015625,7.1533203125E-06,3.65966796875E-05,0.5952392578125
57.568359375,0.405517578125,73.05,0.843017578125,45.66,0.897216796875,0.907470703125,0.0248291015625,9.46533203125E-05,9.90966796875E-05,0.0327392578125
157.568359375,0.905517578125,73.05,0.343017578125,45.66,0.397216796875,0.407470703125,0.0748291015625,4.46533203125E-05,4.90966796875E-05,0.4827392578125
107.568359375,0.155517578125,73.05,0.593017578125,45.66,0.647216796875,0.157470703125,0.0498291015625,6.96533203125E-05,2.40966796875E-05,0.2577392578125
7.568359375,0.655517578125,73.05,0.093017578125,45.66,0.147216796875,0.657470703125,0.0998291015625,1.96533203125E-05,7.40966796875E-05,0.7077392578125
10.693359375,0.421142578125,73.05,0.733642578125,45.66,0.787841796875,0.079345703125,0.0107666015625,7.43408203125E-05,4.12841796875E-05,0.4686767578125
110.693359375,0.921142578125,73.05,0.233642578125,45.66,0.287841796875,0.579345703125,0.0607666015625,2.43408203125E-05,9.12841796875E-05,0.0186767578125
160.693359375,0.171142578125,73.05,0.983642578125,45.66,0.537841796875,0.829345703125,0.0357666015625,9.93408203125E-05,6.62841796875E-05,0.6936767578125
60.693359375,0.671142578125,73.05,0.483642578125,45.66,0.037841796875,0.329345703125,0.0857666015625,4.93408203125E-05,1.62841796875E-05,0.2436767578125
85.693359375,0.046142578125,73.05,0.608642578125,45.66,0.162841796875,0.204345703125,0.0732666015625,6.18408203125E-05,5.37841796875E-05,0.8061767578125
185.693359375,0.546142578125,73.05,0.108642578125,45.66,0.662841796875,0.704345703125,0.0232666015625,1.18408203125E-05,3.7841796875E-06,0.3561767578125
135.693359375,0.296142578125,73.05,0.858642578125,45.66,0.412841796875,0.954345703125,0.0982666015625,8.68408203125E-05,2.87841796875E-05,0.5811767578125
35.693359375,0.796142578125,73.05,0.358642578125,45.66,0.912841796875,0.454345703125,0.0482666015625,3.68408203125E-05,7.87841796875E-05,0.1311767578125
48.193359375,0.233642578125,73.05,0.046142578125,45.66,0.975341796875,0.016845703125,0.0920166015625,5.55908203125E-05,4.75341796875E-05,0.1874267578125
148.193359375,0.733642578125,73.05,0.546142578125,45.66,0.475341796875,0.516845703125,0.0420166015625,5.5908203125E-06,9.75341796875E-05,0.6374267578125
198.193359375,0.483642578125,73.05,0.296142578125,45.66,0.725341796875,0.766845703125,0.0670166015625,8.05908203125E-05,7.25341796875E-05,0.4124267578125
98.193359375,0.983642578125,73.05,0.796142578125,45.66,0.225341796875,0.266845703125,0.0170166015625,3.05908203125E-05,2.25341796875E-05,0.8624267578125
73.193359375,0.358642578125,73.05,0.171142578125,45.66,0.100341796875,0.141845703125,0.0295166015625,6.80908203125E-05,6.00341796875E-05,0.2999267578125
173.193359375,0.858642578125,73.05,0.671142578125,45.66,0.600341796875,0.641845703125,0.0795166015625,1.80908203125E-05,1.00341796875E-05,0.7499267578125
123.193359375,0.108642578125,73.05,0.421142578125,45.66,0.350341796875,0.891845703125,0.0045166015625,9.30908203125E-05,3.50341796875E-05,0.0749267578125
23.193359375,0.608642578125,73.05,0.921142578125,45.66,0.850341796875,0.391845703125,0.0545166015625,4.30908203125E-05,8.50341796875E-05,0.5249267578125
16.943359375,0.077392578125,73.05,0.827392578125,45.66,0.569091796875,0.610595703125,0.0763916015625,4.62158203125E-05,6.59E-07,0.8343017578125
116.943359375,0.577392578125,73.05,0.327392578125,45.66,0.069091796875,0.110595703125,0.0263916015625,9.62158203125E-05,5.06591796875E-05,0.3843017578125
166.943359375,0.327392578125,73.05,0.577392578125,45.66,0.819091796875,0.360595703125,0.0513916015625,2.12158203125E-05,7.56591796875E-05,0.6093017578125
66.943359375,0.827392578125,73.05,0.077392578125,45.66,0.319091796875,0.860595703125,0.0013916015625,7.12158203125E-05,2.56591796875E-05,0.1593017578125
91.943359375,0.452392578125,73.05,0.952392578125,45.66,0.444091796875,0.735595703125,0.0388916015625,3.37158203125E-05,8.81591796875E-05,0.4968017578125
191.943359375,0.952392578125,73.05,0.452392578125,45.66,0.944091796875,0.235595703125,0.0888916015625,8.37158203125E-05,3.81591796875E-05,0.0468017578125
141.943359375,0.202392578125,73.05,0.702392578125,45.66,0.194091796875,0.485595703125,0.0138916015625,8.7158203125E-06,1.31591796875E-05,0.7218017578125
41.943359375,0.702392578125,73.05,0.202392578125,45.66,0.694091796875,0.985595703125,0.0638916015625,5.87158203125E-05,6.31591796875E-05,0.2718017578125
29.443359375,0.264892578125,73.05,0.389892578125,45.66,0.631591796875,0.548095703125,0.0201416015625,2.74658203125E-05,6.9091796875E-06,0.3280517578125
129.443359375,0.764892578125,73.05,0.889892578125,45.66,0.131591796875,0.048095703125,0.0701416015625,7.74658203125E-05,5.69091796875E-05,0.7780517578125
179.443359375,0.014892578125,73.05,0.139892578125,45.66,0.881591796875,0.298095703125,0.0451416015625,2.4658203125E-06,8.19091796875E-05,0.1030517578125
79.443359375,0.514892578125,73.05,0.639892578125,45.66,0.381591796875,0.798095703125,0.0951416015625,5.24658203125E-05,3.19091796875E-05,0.5530517578125
54.443359375,0.139892578125,73.05,0.264892578125,45.66,0.256591796875,0.673095703125,0.0576416015625,3.99658203125E-05,9.44091796875E-05,0.2155517578125
154.443359375,0.639892578125,73.05,0.764892578125,45.66,0.756591796875,0.173095703125,0.0076416015625,8.99658203125E-05,4.44091796875E-05,0.6655517578125
104.443359375,0.389892578125,73.05,0.014892578125,45.66,0.006591796875,0.423095703125,0.0826416015625,1.49658203125E-05,1.94091796875E-05,0.4405517578125
4.443359375,0.889892578125,73.05,0.514892578125,45.66,0.506591796875,0.923095703125,0.0326416015625,6.49658203125E-05,6.94091796875E-05,0.8905517578125
6.005859375,0.288330078125,73.05,0.882080078125,45.66,0.701904296875,0.212158203125,0.0021728515625,7.9345703125E-06,2.33154296875E-05,0.1100830078125
106.005859375,0.788330078125,73.05,0.382080078125,45.66,0.201904296875,0.712158203125,0.0521728515625,5.79345703125E-05,7.33154296875E-05,0.5600830078125
156.005859375,0.038330078125,73.05,0.632080078125,45.66,0.951904296875,0.962158203125,0.0271728515625,3.29345703125E-05,9.83154296875E-05,0.3350830078125
56.005859375,0.538330078125,73.05,0.132080078125,45.66,0.451904296875,0.462158203125,0.0771728515625,8.29345703125E-05,4.83154296875E-05,0.7850830078125
81.005859375,0.163330078125,73.05,0.757080078125,45.66,0.326904296875,0.087158203125,0.0646728515625,2.04345703125E-05,8.58154296875E-05,0.4475830078125
181.005859375,0.663330078125,73.05,0.257080078125,45.66,0.826904296875,0.587158203125,0.0146728515625,7.04345703125E-05,3.58154296875E-05,0.8975830078125
131.005859375,0.413330078125,73.05,0.507080078125,45.66,0.076904296875,0.837158203125,0.0896728515625,4.54345703125E-05,1.08154296875E-05,0.2225830078125
31.005859375,0.913330078125,73.05,0.007080078125,45.66,0.576904296875,0.337158203125,0.0396728515625,9.54345703125E-05,6.08154296875E-05,0.6725830078125
43.505859375,0.100830078125,73.05,0.319580078125,45.66,0.514404296875,0.149658203125,0.0959228515625,1.41845703125E-05,1.70654296875E-05,0.6163330078125
143.505859375,0.600830078125,73.05,0.819580078125,45.66,0.014404296875,0.649658203125,0.0459228515625,6.41845703125E-05,6.70654296875E-05,0.1663330078125
193.505859375,0.350830078125,73.05,0.069580078125,45.66,0.764404296875,0.899658203125,0.0709228515625,3.91845703125E-05,9.20654296875E-05,0.8413330078125
93.505859375,0.850830078125,73.05,0.569580078125,45.66,0.264404296875,0.399658203125,0.0209228515625,8.91845703125E-05,4.20654296875E-05,0.3913330078125
68.505859375,0.475830078125,73.05,0.444580078125,45.66,0.389404296875,0.024658203125,0.0334228515625,1.6845703125E-06,7.95654296875E-05,0.7288330078125
168.505859375,0.975830078125,73.05,0.944580078125,45.66,0.889404296875,0.524658203125,0.0834228515625,5.16845703125E-05,2.95654296875E-05,0.2788330078125
118.505859375,0.225830078125,73.05,0.194580078125,45.66,0.139404296875,0.774658203125,0.0084228515625,2.66845703125E-05,4.5654296875E-06,0.5038330078125
18.505859375,0.725830078125,73.05,0.694580078125,45.66,0.639404296875,0.274658203125,0.0584228515625,7.66845703125E-05,5.45654296875E-05,0.0538330078125
24.755859375,0.194580078125,73.05,0.538330078125,45.66,0.920654296875,0.743408203125,0.0865478515625,8.60595703125E-05,3.26904296875E-05,0.4194580078125
124.755859375,0.694580078125,73.05,0.038330078125,45.66,0.420654296875,0.243408203125,0.0365478515625,3.60595703125E-05,8.26904296875E-05,0.8694580078125
174.755859375,0.444580078125,73.05,0.788330078125,45.66,0.670654296875,0.493408203125,0.0615478515625,6.10595703125E-05,5.76904296875E-05,0.1944580078125
74.755859375,0.944580078125,73.05,0.288330078125,45.66,0.170654296875,0.993408203125,0.0115478515625,1.10595703125E-05,7.6904296875E-06,0.6444580078125
99.755859375,0.319580078125,73.05,0.663330078125,45.66,0.045654296875,0.618408203125,0.0490478515625,9.85595703125E-05,7.01904296875E-05,0.0819580078125
199.755859375,0.819580078125,73.05,0.163330078125,45.66,0.545654296875,0.118408203125,0.0990478515625,4.85595703125E-05,2.01904296875E-05,0.5319580078125
149.755859375,0.069580078125,73.05,0.913330078125,45.66,0.295654296875,0.368408203125,0.0240478515625,7.35595703125E-05,4.51904296875E-05,0.3069580078125
49.755859375,0.569580078125,73.05,0.413330078125,45.66,0.795654296875,0.868408203125,0.0740478515625,2.35595703125E-05,9.51904296875E-05,0.7569580078125
37.255859375,0.382080078125,73.05,0.225830078125,45.66,0.858154296875,0.680908203125,0.0177978515625,9.23095703125E-05,2.64404296875E-05,0.7007080078125
137.255859375,0.882080078125,73.05,0.725830078125,45.66,0.358154296875,0.180908203125,0.0677978515625,4.23095703125E-05,7.64404296875E-05,0.2507080078125
187.255859375,0.132080078125,73.05,0.475830078125,45.66,0.608154296875,0.430908203125,0.0427978515625,6.73095703125E-05,5.14404296875E-05,0.4757080078125
87.255859375,0.632080078125,73.05,0.975830078125,45.66,0.108154296875,0.930908203125,0.0927978515625,1.73095703125E-05,1.4404296875E-06,0.0257080078125
62.255859375,0.007080078125,73.05,0.100830078125,45.66,0.233154296875,0.555908203125,0.0552978515625,7.98095703125E-05,6.39404296875E-05,0.5882080078125
162.255859375,0.507080078125,73.05,0.600830078125,45.66,0.733154296875,0.055908203125,0.0052978515625,2.98095703125E-05,1.39404296875E-05,0.1382080078125
112.255859375,0.257080078125,73.05,0.350830078125,45.66,0.483154296875,0.305908203125,0.0802978515625,5.48095703125E-05,3.89404296875E-05,0.8132080078125
12.255859375,0.757080078125,73.05,0.850830078125,45.66,0.983154296875,0.805908203125,0.0302978515625,4.8095703125E-06,8.89404296875E-05,0.3632080078125
9.130859375,0.053955078125,73.05,0.460205078125,45.66,0.092529296875,0.446533203125,0.0662353515625,5.01220703125E-05,2.17529296875E-05,0.1522705078125
109.130859375,0.553955078125,73.05,0.960205078125,45.66,0.592529296875,0.946533203125,0.0162353515625,1.22E-07,7.17529296875E-05,0.6022705078125
159.130859375,0.303955078125,73.05,0.210205078125,45.66,0.342529296875,0.696533203125,0.0912353515625,7.51220703125E-05,9.67529296875E-05,0.3772705078125
59.130859375,0.803955078125,73.05,0.710205078125,45.66,0.842529296875,0.196533203125,0.0412353515625,2.51220703125E-05,4.67529296875E-05,0.8272705078125
